Opportunity Number,Supplies Subgroup,Supplies Group,Opportunity Result,Sales Stage Change Count,Total Days Identified Through Closing,Total Days Identified Through Qualified,Opportunity Amount USD,Client Size By Revenue,Client Size By Employee Count,Revenue From Client Past Two Years,Competitor Type,Deal Size Category,Lat,Lon,Country_Code,Country
9521225,Garage & Car Care,Car Accessories,Loss,2,10,10,5000,1,1,0,None,1,-5.965754,-79.453125,6,Peru
9521939,Tires & Wheels,Tires & Wheels,Loss,2,6,6,200000,1,1,0,Unknown,5,-5.965754,-79.453125,6,Peru
9521999,Motorcycle Parts,Performance & Non-auto,Won,2,2,2,234495,1,1,1,Unknown,5,-11.523088,-73.125,6,Peru
9522625,Interior Accessories,Car Accessories,Won,2,2,2,41000,1,1,3,Unknown,3,-11.523088,-73.125,6,Peru
9522669,Exterior Accessories,Car Accessories,Loss,2,4,4,105000,1,1,0,Unknown,5,-5.965754,-79.453125,6,Peru
9522936,Batteries & Accessories,Car Accessories,Loss,3,6,6,200000,1,1,0,Unknown,5,-11.523088,-73.125,6,Peru
9522939,Replacement Parts,Car Accessories,Won,2,1,1,7000,1,1,4,Unknown,1,-5.965754,-79.453125,6,Peru
9523440,Exterior Accessories,Car Accessories,Loss,1,0,0,500000,1,1,0,Unknown,7,-11.523088,-73.125,6,Peru
9523521,Batteries & Accessories,Car Accessories,Loss,1,0,0,490797,1,1,0,Unknown,6,-5.965754,-79.453125,6,Peru
9523837,Batteries & Accessories,Car Accessories,Loss,2,4,4,130000,1,1,0,Unknown,5,-11.523088,-73.125,6,Peru
9524164,Garage & Car Care,Car Accessories,Won,1,0,0,8779,1,1,0,Unknown,1,-11.523088,-73.125,6,Peru
9524437,Exterior Accessories,Car Accessories,Won,3,11,11,10000,1,1,0,Unknown,2,-9.275622,-75.585938,6,Peru
9524696,Motorcycle Parts,Performance & Non-auto,Won,2,11,11,12000,1,1,0,Unknown,2,-11.523088,-73.125,6,Peru
9527446,Interior Accessories,Car Accessories,Loss,2,4,4,15000,1,1,0,None,2,-9.275622,-75.585938,6,Peru
9527690,Batteries & Accessories,Car Accessories,Loss,2,5,5,26000,1,1,0,Unknown,3,-11.523088,-73.125,6,Peru
9527904,Motorcycle Parts,Performance & Non-auto,Won,3,6,0,4695,1,1,0,Unknown,1,-5.965754,-79.453125,6,Peru
9527952,Garage & Car Care,Car Accessories,Won,2,3,3,6000,1,1,0,Unknown,1,-11.523088,-73.125,6,Peru
9528160,Motorcycle Parts,Performance & Non-auto,Loss,4,10,10,10000,1,1,0,Unknown,2,-11.523088,-73.125,6,Peru
9529258,Motorcycle Parts,Performance & Non-auto,Won,2,3,3,40000,1,1,0,Unknown,3,-9.275622,-75.585938,6,Peru
9530077,Garage & Car Care,Car Accessories,Loss,5,8,8,18518,1,1,0,None,2,-11.523088,-73.125,6,Peru
9530760,Batteries & Accessories,Car Accessories,Loss,2,8,8,30000,1,1,0,Unknown,3,-5.965754,-79.453125,6,Peru
9531363,Batteries & Accessories,Car Accessories,Loss,2,2,2,613496,1,1,0,Unknown,7,-9.275622,-75.585938,6,Peru
9531435,Exterior Accessories,Car Accessories,Loss,3,9,9,171165,1,1,0,Unknown,5,-5.965754,-79.453125,6,Peru
9533484,Garage & Car Care,Car Accessories,Loss,2,13,13,30,1,1,0,Unknown,1,-5.965754,-79.453125,6,Peru
9534768,Replacement Parts,Car Accessories,Won,2,8,0,1500,1,1,0,Unknown,1,-11.523088,-73.125,6,Peru
9534895,Shelters & RV,Performance & Non-auto,Loss,2,12,12,153374,1,1,4,Known,5,-11.523088,-73.125,6,Peru
9534974,Garage & Car Care,Car Accessories,Loss,2,9,9,13882,1,1,0,Unknown,2,-11.523088,-73.125,6,Peru
9534978,Motorcycle Parts,Performance & Non-auto,Won,3,0,0,2465,1,1,0,Unknown,1,-5.965754,-79.453125,6,Peru
9535080,Performance Parts,Performance & Non-auto,Loss,5,6,6,56834,1,1,0,None,4,-11.523088,-73.125,6,Peru
9535178,Batteries & Accessories,Car Accessories,Loss,2,6,6,100000,1,1,0,Unknown,5,-9.275622,-75.585938,6,Peru
9536059,Shelters & RV,Performance & Non-auto,Loss,2,10,10,200000,1,1,0,Unknown,5,-11.523088,-73.125,6,Peru
9536163,Garage & Car Care,Car Accessories,Won,3,3,3,306748,1,1,0,Unknown,6,-11.523088,-73.125,6,Peru
9537598,Tires & Wheels,Tires & Wheels,Loss,2,13,13,130000,1,1,0,Unknown,5,-11.523088,-73.125,6,Peru
9538763,Shelters & RV,Performance & Non-auto,Loss,2,13,13,100000,1,1,0,Unknown,5,-9.275622,-75.585938,6,Peru
9539178,Shelters & RV,Performance & Non-auto,Loss,3,2,2,12269,1,1,0,Unknown,2,-5.965754,-79.453125,6,Peru
9539413,Towing & Hitches,Car Accessories,Loss,2,5,5,195000,1,1,0,None,5,-11.523088,-73.125,6,Peru
9539689,Exterior Accessories,Car Accessories,Loss,1,0,0,24539,1,1,0,Unknown,2,-11.523088,-73.125,6,Peru
9539706,Shelters & RV,Performance & Non-auto,Loss,2,0,0,45000,1,1,0,Unknown,3,-5.965754,-79.453125,6,Peru
9540199,Replacement Parts,Car Accessories,Loss,2,4,4,101000,1,1,0,Unknown,5,-11.523088,-73.125,6,Peru
9540225,Exterior Accessories,Car Accessories,Won,2,16,16,35000,1,1,4,Unknown,3,-5.965754,-79.453125,6,Peru
9540424,Replacement Parts,Car Accessories,Loss,4,19,19,25000,1,1,0,Unknown,3,-11.523088,-73.125,6,Peru
9540515,Shelters & RV,Performance & Non-auto,Loss,2,4,4,920245,1,1,0,Unknown,7,-9.275622,-75.585938,6,Peru
9542392,Shelters & RV,Performance & Non-auto,Loss,2,7,7,250000,1,1,0,Unknown,6,-11.523088,-73.125,6,Peru
9542924,Garage & Car Care,Car Accessories,Loss,6,10,10,13496,1,1,0,Unknown,2,-11.523088,-73.125,6,Peru
9543784,Motorcycle Parts,Performance & Non-auto,Won,4,3,3,9000,1,1,0,Unknown,1,-5.965754,-79.453125,6,Peru
9543851,Motorcycle Parts,Performance & Non-auto,Loss,2,4,4,440000,1,1,0,Unknown,6,-9.275622,-75.585938,6,Peru
9544975,Car Electronics,Car Electronics,Loss,2,7,7,50,1,1,0,Unknown,1,-9.275622,-75.585938,6,Peru
9545140,Shelters & RV,Performance & Non-auto,Loss,2,6,6,50000,1,1,0,Unknown,4,-9.275622,-75.585938,6,Peru
9545206,Shelters & RV,Performance & Non-auto,Loss,2,0,0,104000,1,1,0,Unknown,5,-9.275622,-75.585938,6,Peru
9546164,Garage & Car Care,Car Accessories,Won,1,0,0,22148,1,1,2,Unknown,2,-9.275622,-75.585938,6,Peru
9546515,Exterior Accessories,Car Accessories,Loss,2,19,19,12000,1,1,0,Unknown,2,-9.275622,-75.585938,6,Peru
9548188,Batteries & Accessories,Car Accessories,Won,5,3,3,30674,1,1,0,Unknown,3,-5.965754,-79.453125,6,Peru
9548726,Shelters & RV,Performance & Non-auto,Won,1,0,0,154334,1,1,0,Unknown,5,-11.523088,-73.125,6,Peru
9554518,Tires & Wheels,Tires & Wheels,Loss,2,0,0,20000,1,1,0,Unknown,2,-11.523088,-73.125,6,Peru
9555474,Shelters & RV,Performance & Non-auto,Loss,2,17,17,105000,1,1,0,Unknown,5,-5.965754,-79.453125,6,Peru
9556492,Exterior Accessories,Car Accessories,Loss,3,6,6,24000,1,1,0,Unknown,2,-9.275622,-75.585938,6,Peru
9556561,Shelters & RV,Performance & Non-auto,Loss,2,1,1,3067,1,1,0,Unknown,1,-5.965754,-79.453125,6,Peru
9557249,Shelters & RV,Performance & Non-auto,Loss,2,1,0,90000,1,1,0,Unknown,4,-11.523088,-73.125,6,Peru
9557545,Exterior Accessories,Car Accessories,Won,1,0,0,8008,1,1,0,Unknown,1,-9.275622,-75.585938,6,Peru
9557553,Shelters & RV,Performance & Non-auto,Won,1,0,0,13450,1,1,2,Unknown,2,-9.275622,-75.585938,6,Peru
9557639,Motorcycle Parts,Performance & Non-auto,Won,2,9,9,15702,1,1,0,Unknown,2,-5.965754,-79.453125,6,Peru
9558106,Exterior Accessories,Car Accessories,Won,1,0,0,15337,1,1,0,Unknown,2,-11.523088,-73.125,6,Peru
9561404,Exterior Accessories,Car Accessories,Won,1,0,0,40000,1,1,0,Unknown,3,-9.275622,-75.585938,6,Peru
9561406,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,35000,1,1,0,Unknown,3,-9.275622,-75.585938,6,Peru
9561829,Motorcycle Parts,Performance & Non-auto,Won,3,2,2,18000,1,1,0,Unknown,2,-9.275622,-75.585938,6,Peru
9563641,Motorcycle Parts,Performance & Non-auto,Loss,2,1,1,350000,1,1,0,Unknown,6,-9.275622,-75.585938,6,Peru
9564447,Batteries & Accessories,Car Accessories,Won,1,0,0,100000,1,1,0,Unknown,5,-11.523088,-73.125,6,Peru
9565562,Replacement Parts,Car Accessories,Loss,3,18,18,116564,1,1,0,Unknown,5,-5.965754,-79.453125,6,Peru
9565880,Motorcycle Parts,Performance & Non-auto,Loss,3,6,6,140000,1,1,0,Unknown,5,-9.275622,-75.585938,6,Peru
9565880,Motorcycle Parts,Performance & Non-auto,Loss,3,6,6,140000,1,1,0,Unknown,5,-9.275622,-75.585938,6,Peru
9565897,Garage & Car Care,Car Accessories,Loss,3,8,8,35000,1,1,0,Unknown,3,-9.275622,-75.585938,6,Peru
9565953,Motorcycle Parts,Performance & Non-auto,Won,4,15,10,400000,1,1,0,Unknown,6,-5.965754,-79.453125,6,Peru
9568101,Shelters & RV,Performance & Non-auto,Loss,2,0,0,20000,1,1,0,Unknown,2,-5.965754,-79.453125,6,Peru
9571282,Exterior Accessories,Car Accessories,Loss,2,0,0,6000,1,1,0,Unknown,1,-5.965754,-79.453125,6,Peru
9571299,Garage & Car Care,Car Accessories,Won,1,0,0,328586,1,1,4,Unknown,6,-11.523088,-73.125,6,Peru
9571396,Tires & Wheels,Tires & Wheels,Won,1,0,0,23000,1,1,2,Unknown,2,-5.965754,-79.453125,6,Peru
9571782,Motorcycle Parts,Performance & Non-auto,Won,2,2,2,49079,1,1,0,Unknown,3,-11.523088,-73.125,6,Peru
9571871,Interior Accessories,Car Accessories,Loss,4,5,5,19000,1,1,0,None,2,-9.275622,-75.585938,6,Peru
9572157,Shelters & RV,Performance & Non-auto,Loss,2,17,17,0,1,1,0,Unknown,1,-5.965754,-79.453125,6,Peru
9572434,Towing & Hitches,Car Accessories,Loss,2,12,12,92024,1,1,0,Unknown,4,-9.275622,-75.585938,6,Peru
9573368,Motorcycle Parts,Performance & Non-auto,Won,2,2,2,1000,1,1,0,Unknown,1,-5.965754,-79.453125,6,Peru
9573447,Exterior Accessories,Car Accessories,Loss,4,15,15,0,1,1,0,Unknown,1,-5.965754,-79.453125,6,Peru
9598004,Shelters & RV,Performance & Non-auto,Loss,2,2,2,50000,1,1,0,Unknown,4,-5.965754,-79.453125,6,Peru
9598091,Garage & Car Care,Car Accessories,Loss,2,12,12,45000,1,1,0,Unknown,3,-11.523088,-73.125,6,Peru
9598099,Garage & Car Care,Car Accessories,Won,1,0,0,8044,1,1,0,Unknown,1,-9.275622,-75.585938,6,Peru
9601129,Motorcycle Parts,Performance & Non-auto,Loss,2,1,1,100000,1,1,0,Unknown,5,-5.965754,-79.453125,6,Peru
9601292,Garage & Car Care,Car Accessories,Loss,2,0,0,20000,1,1,0,Unknown,2,-11.523088,-73.125,6,Peru
9601299,Garage & Car Care,Car Accessories,Loss,2,0,0,40000,1,1,2,Unknown,3,-11.523088,-73.125,6,Peru
9601325,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,695088,1,1,0,Unknown,7,-11.523088,-73.125,6,Peru
9601348,Replacement Parts,Car Accessories,Won,2,0,0,53320,1,1,1,Unknown,4,-11.523088,-73.125,6,Peru
9601862,Exterior Accessories,Car Accessories,Loss,4,5,5,5000,1,1,0,Unknown,1,-5.965754,-79.453125,6,Peru
9606090,Garage & Car Care,Car Accessories,Won,1,0,0,12560,1,1,4,Unknown,2,-5.965754,-79.453125,6,Peru
9606104,Batteries & Accessories,Car Accessories,Loss,1,0,0,30000,1,1,0,Unknown,3,-9.275622,-75.585938,6,Peru
9606128,Replacement Parts,Car Accessories,Won,1,0,0,31860,1,1,0,Unknown,3,-11.523088,-73.125,6,Peru
9606790,Motorcycle Parts,Performance & Non-auto,Won,3,6,6,102000,1,1,4,Unknown,5,-11.523088,-73.125,6,Peru
9607428,Motorcycle Parts,Performance & Non-auto,Won,2,1,1,5908,1,1,0,Unknown,1,-11.523088,-73.125,6,Peru
9607697,Replacement Parts,Car Accessories,Loss,4,3,3,101000,1,1,0,Unknown,5,-9.275622,-75.585938,6,Peru
9608195,Interior Accessories,Car Accessories,Loss,3,13,13,26380,1,1,0,Unknown,3,-5.965754,-79.453125,6,Peru
9609684,Interior Accessories,Car Accessories,Loss,2,1,1,300000,1,1,4,Unknown,6,-11.523088,-73.125,6,Peru
9610689,Performance Parts,Performance & Non-auto,Loss,3,11,11,184049,1,1,0,Unknown,5,-5.965754,-79.453125,6,Peru
9611636,Replacement Parts,Car Accessories,Loss,1,0,0,60000,1,1,0,Unknown,4,-9.275622,-75.585938,6,Peru
9611817,Shelters & RV,Performance & Non-auto,Loss,3,16,16,480000,1,1,0,Unknown,6,-11.523088,-73.125,6,Peru
9612270,Replacement Parts,Car Accessories,Loss,2,5,5,10000,1,1,0,Unknown,2,-9.275622,-75.585938,6,Peru
9613637,Performance Parts,Performance & Non-auto,Loss,2,13,13,100000,1,1,0,Unknown,5,-9.275622,-75.585938,6,Peru
9614199,Exterior Accessories,Car Accessories,Won,4,15,12,108000,1,1,0,Unknown,5,-5.965754,-79.453125,6,Peru
9614210,Exterior Accessories,Car Accessories,Loss,3,7,7,25000,1,1,0,None,3,-11.523088,-73.125,6,Peru
9614332,Garage & Car Care,Car Accessories,Loss,2,6,6,50000,1,1,0,Unknown,4,-9.275622,-75.585938,6,Peru
9614444,Towing & Hitches,Car Accessories,Won,4,17,16,828000,1,1,3,Unknown,7,-5.965754,-79.453125,6,Peru
9615176,Motorcycle Parts,Performance & Non-auto,Loss,1,0,0,15000,1,1,0,Unknown,2,-11.523088,-73.125,6,Peru
9615297,Garage & Car Care,Car Accessories,Won,2,10,10,18130,1,1,0,Unknown,2,-11.523088,-73.125,6,Peru
9615334,Motorcycle Parts,Performance & Non-auto,Loss,3,17,17,57475,1,1,0,Unknown,4,-9.275622,-75.585938,6,Peru
9615339,Exterior Accessories,Car Accessories,Won,3,5,3,100000,1,1,3,Unknown,5,-9.275622,-75.585938,6,Peru
9615608,Shelters & RV,Performance & Non-auto,Loss,2,6,6,24539,1,1,0,Unknown,2,-5.965754,-79.453125,6,Peru
9617307,Motorcycle Parts,Performance & Non-auto,Won,4,5,5,4000,1,1,4,Unknown,1,-5.965754,-79.453125,6,Peru
9617526,Motorcycle Parts,Performance & Non-auto,Loss,2,1,1,1000,1,1,0,Unknown,1,-9.275622,-75.585938,6,Peru
9617802,Exterior Accessories,Car Accessories,Loss,2,0,0,40000,1,1,3,Unknown,3,-9.275622,-75.585938,6,Peru
9617962,Exterior Accessories,Car Accessories,Won,3,0,0,12269,1,1,0,Unknown,2,-9.275622,-75.585938,6,Peru
9618022,Shelters & RV,Performance & Non-auto,Loss,2,1,1,50000,1,1,0,Unknown,4,-9.275622,-75.585938,6,Peru
9618158,Shelters & RV,Performance & Non-auto,Loss,2,1,1,110000,1,1,0,Unknown,5,-9.275622,-75.585938,6,Peru
9618604,Exterior Accessories,Car Accessories,Loss,2,4,4,100000,1,1,3,Unknown,5,-5.965754,-79.453125,6,Peru
9619822,Motorcycle Parts,Performance & Non-auto,Loss,3,14,14,40000,1,1,0,None,3,-9.275622,-75.585938,6,Peru
9620208,Exterior Accessories,Car Accessories,Loss,2,0,0,300000,1,1,0,Unknown,6,-9.275622,-75.585938,6,Peru
9620577,Towing & Hitches,Car Accessories,Loss,2,11,11,32500,1,1,0,None,3,-5.965754,-79.453125,6,Peru
9620596,Exterior Accessories,Car Accessories,Won,2,12,12,153374,1,1,2,Unknown,5,-5.965754,-79.453125,6,Peru
9621294,Shelters & RV,Performance & Non-auto,Loss,2,3,3,110000,1,1,0,Unknown,5,-11.523088,-73.125,6,Peru
9621300,Motorcycle Parts,Performance & Non-auto,Loss,2,10,10,2000,1,1,0,Unknown,1,-9.275622,-75.585938,6,Peru
9621945,Towing & Hitches,Car Accessories,Loss,3,3,3,130,1,1,0,None,1,-5.965754,-79.453125,6,Peru
9622385,Garage & Car Care,Car Accessories,Loss,2,6,6,50000,1,1,0,Unknown,4,-11.523088,-73.125,6,Peru
9624767,Exterior Accessories,Car Accessories,Won,6,16,16,45000,1,1,2,None,3,-5.965754,-79.453125,6,Peru
9625889,Motorcycle Parts,Performance & Non-auto,Loss,1,0,0,12000,1,1,0,None,2,-5.965754,-79.453125,6,Peru
9625929,Motorcycle Parts,Performance & Non-auto,Loss,1,0,0,1857,1,1,0,None,1,-9.275622,-75.585938,6,Peru
9625932,Motorcycle Parts,Performance & Non-auto,Loss,1,0,0,24000,1,1,0,None,2,-5.965754,-79.453125,6,Peru
9625937,Motorcycle Parts,Performance & Non-auto,Loss,1,0,0,36000,1,1,0,None,3,-11.523088,-73.125,6,Peru
9625962,Motorcycle Parts,Performance & Non-auto,Loss,1,0,0,20000,1,1,0,None,2,-9.275622,-75.585938,6,Peru
9625965,Motorcycle Parts,Performance & Non-auto,Loss,1,0,0,2188,1,1,0,None,1,-5.965754,-79.453125,6,Peru
9626106,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,3992,1,1,0,None,1,-11.523088,-73.125,6,Peru
9626121,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,1886,1,1,0,None,1,-11.523088,-73.125,6,Peru
9626179,Motorcycle Parts,Performance & Non-auto,Loss,1,0,0,1040,1,1,0,None,1,-9.275622,-75.585938,6,Peru
9626294,Motorcycle Parts,Performance & Non-auto,Loss,1,0,0,904,1,1,0,None,1,-11.523088,-73.125,6,Peru
9626331,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,1408,1,1,0,None,1,-9.275622,-75.585938,6,Peru
9626335,Motorcycle Parts,Performance & Non-auto,Loss,1,0,0,905,1,1,0,None,1,-11.523088,-73.125,6,Peru
9626422,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,20000,1,1,2,None,2,-11.523088,-73.125,6,Peru
9626431,Motorcycle Parts,Performance & Non-auto,Loss,1,0,0,32000,1,1,0,None,3,-11.523088,-73.125,6,Peru
9626472,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,2880,1,1,2,None,1,-5.965754,-79.453125,6,Peru
9626515,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,13875,1,1,0,None,2,-9.275622,-75.585938,6,Peru
9626531,Motorcycle Parts,Performance & Non-auto,Loss,1,0,0,40800,1,1,0,None,3,-11.523088,-73.125,6,Peru
9626636,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,778,1,1,1,None,1,-9.275622,-75.585938,6,Peru
9626711,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,905,1,1,0,None,1,-9.275622,-75.585938,6,Peru
9626785,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,2902,1,1,0,None,1,-11.523088,-73.125,6,Peru
9626845,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,1909,1,1,0,None,1,-11.523088,-73.125,6,Peru
9626873,Motorcycle Parts,Performance & Non-auto,Loss,1,0,0,1810,1,1,0,None,1,-9.275622,-75.585938,6,Peru
9626944,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,5210,1,1,2,None,1,-9.275622,-75.585938,6,Peru
9627311,Motorcycle Parts,Performance & Non-auto,Loss,3,8,8,114950,1,1,0,Unknown,5,-5.965754,-79.453125,6,Peru
9627352,Batteries & Accessories,Car Accessories,Won,1,0,0,17632,1,1,4,Unknown,2,-5.965754,-79.453125,6,Peru
9628259,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,1691,1,1,0,None,1,-9.275622,-75.585938,6,Peru
9630198,Motorcycle Parts,Performance & Non-auto,Won,3,3,3,1000,1,1,1,Unknown,1,-9.275622,-75.585938,6,Peru
9633385,Garage & Car Care,Car Accessories,Won,3,2,2,161,1,1,0,None,1,-9.275622,-75.585938,6,Peru
9634349,Replacement Parts,Car Accessories,Loss,2,12,12,15000,1,1,0,Unknown,2,-5.965754,-79.453125,6,Peru
9634605,Exterior Accessories,Car Accessories,Loss,2,0,0,12000,1,1,0,None,2,-5.965754,-79.453125,6,Peru
9635201,Towing & Hitches,Car Accessories,Loss,2,14,14,24539,1,1,0,Unknown,2,-11.523088,-73.125,6,Peru
9635337,Batteries & Accessories,Car Accessories,Loss,2,4,4,70000,1,1,0,Unknown,4,-11.523088,-73.125,6,Peru
9635794,Exterior Accessories,Car Accessories,Loss,2,16,16,50000,1,1,0,Unknown,4,-11.523088,-73.125,6,Peru
9636253,Exterior Accessories,Car Accessories,Won,2,5,5,469000,1,1,2,Unknown,6,-11.523088,-73.125,6,Peru
9637383,Exterior Accessories,Car Accessories,Won,1,0,0,960,1,1,0,Unknown,1,-5.965754,-79.453125,6,Peru
9637419,Batteries & Accessories,Car Accessories,Loss,4,16,16,30000,1,1,0,Unknown,3,-11.523088,-73.125,6,Peru
9638020,Exterior Accessories,Car Accessories,Won,6,14,14,98000,1,1,0,None,4,-11.523088,-73.125,6,Peru
9638528,Shelters & RV,Performance & Non-auto,Loss,5,4,1,90000,1,1,0,Unknown,4,-9.275622,-75.585938,6,Peru
9639975,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,35000,1,1,0,Unknown,3,-11.523088,-73.125,6,Peru
9640292,Performance Parts,Performance & Non-auto,Won,2,9,9,150000,1,1,4,Unknown,5,-9.275622,-75.585938,6,Peru
9642650,Motorcycle Parts,Performance & Non-auto,Loss,3,14,14,53300,1,1,0,None,4,-11.523088,-73.125,6,Peru
9642673,Motorcycle Parts,Performance & Non-auto,Loss,2,0,0,37880,1,1,0,None,3,-9.275622,-75.585938,6,Peru
9642691,Motorcycle Parts,Performance & Non-auto,Loss,2,7,7,112000,1,1,0,None,5,-5.965754,-79.453125,6,Peru
9642722,Motorcycle Parts,Performance & Non-auto,Loss,2,2,2,53146,1,1,0,None,4,-9.275622,-75.585938,6,Peru
9642992,Motorcycle Parts,Performance & Non-auto,Loss,1,0,0,21600,1,1,0,None,2,-9.275622,-75.585938,6,Peru
9643038,Motorcycle Parts,Performance & Non-auto,Loss,2,0,0,20000,1,1,0,None,2,-11.523088,-73.125,6,Peru
9643100,Motorcycle Parts,Performance & Non-auto,Loss,2,1,1,48000,1,1,0,None,3,-9.275622,-75.585938,6,Peru
9643360,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,3473,1,1,0,None,1,-11.523088,-73.125,6,Peru
9643393,Motorcycle Parts,Performance & Non-auto,Loss,1,0,0,92000,1,1,0,None,4,-11.523088,-73.125,6,Peru
9643424,Motorcycle Parts,Performance & Non-auto,Loss,2,1,0,88000,1,1,0,None,4,-5.965754,-79.453125,6,Peru
9643454,Motorcycle Parts,Performance & Non-auto,Loss,2,6,6,12000,1,1,0,None,2,-5.965754,-79.453125,6,Peru
9643509,Motorcycle Parts,Performance & Non-auto,Loss,2,1,1,60000,1,1,0,None,4,-9.275622,-75.585938,6,Peru
9643541,Motorcycle Parts,Performance & Non-auto,Loss,2,8,8,3996,1,1,0,None,1,-5.965754,-79.453125,6,Peru
9643854,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,1058,1,1,0,None,1,-5.965754,-79.453125,6,Peru
9643938,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,1448,1,1,0,None,1,-5.965754,-79.453125,6,Peru
9643942,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,1188,1,1,0,None,1,-5.965754,-79.453125,6,Peru
9643965,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,1086,1,1,0,None,1,-5.965754,-79.453125,6,Peru
9643996,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,3280,1,1,0,None,1,-9.275622,-75.585938,6,Peru
9644054,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,1818,1,1,0,None,1,-5.965754,-79.453125,6,Peru
9644086,Motorcycle Parts,Performance & Non-auto,Loss,2,4,4,2400,1,1,0,None,1,-9.275622,-75.585938,6,Peru
9644096,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,3196,1,1,1,None,1,-5.965754,-79.453125,6,Peru
9644099,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,1511,1,1,0,None,1,-9.275622,-75.585938,6,Peru
9644103,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,7912,1,1,0,None,1,-11.523088,-73.125,6,Peru
9644108,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,378,1,1,0,None,1,-9.275622,-75.585938,6,Peru
9644118,Motorcycle Parts,Performance & Non-auto,Loss,1,0,0,14400,1,1,0,None,2,-9.275622,-75.585938,6,Peru
9644151,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,1708,1,1,0,None,1,-5.965754,-79.453125,6,Peru
9647262,Garage & Car Care,Car Accessories,Won,1,0,0,15000,1,1,0,Unknown,2,-5.965754,-79.453125,6,Peru
9648622,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,1687,1,1,0,Unknown,1,-11.523088,-73.125,6,Peru
9650028,Towing & Hitches,Car Accessories,Loss,2,8,8,100000,1,1,0,Unknown,5,-5.965754,-79.453125,6,Peru
9650480,Shelters & RV,Performance & Non-auto,Loss,3,8,8,20,1,1,0,Unknown,1,-5.965754,-79.453125,6,Peru
9650520,Motorcycle Parts,Performance & Non-auto,Loss,3,8,8,90000,1,1,3,Unknown,4,-11.523088,-73.125,6,Peru
9651429,Performance Parts,Performance & Non-auto,Loss,2,8,8,2000,1,1,0,Unknown,1,-5.965754,-79.453125,6,Peru
9652198,Interior Accessories,Car Accessories,Won,3,0,0,4100,1,1,0,Unknown,1,-5.965754,-79.453125,6,Peru
9653501,Motorcycle Parts,Performance & Non-auto,Won,5,1,1,1810,1,1,0,None,1,-9.275622,-75.585938,6,Peru
9653510,Exterior Accessories,Car Accessories,Loss,3,0,0,120000,1,1,0,Unknown,5,-11.523088,-73.125,6,Peru
9653752,Motorcycle Parts,Performance & Non-auto,Loss,3,7,7,10000,1,1,0,None,2,-5.965754,-79.453125,6,Peru
9654905,Batteries & Accessories,Car Accessories,Loss,2,15,15,110429,1,1,0,Unknown,5,-5.965754,-79.453125,6,Peru
9656322,Batteries & Accessories,Car Accessories,Loss,2,6,6,240000,1,1,0,Unknown,5,-5.965754,-79.453125,6,Peru
9656343,Motorcycle Parts,Performance & Non-auto,Won,3,5,5,124063,1,1,0,Unknown,5,-11.523088,-73.125,6,Peru
